종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
66970,엘앤에프,KOSPI,전기·전자,73400,-2700,-3.55,2.66421E+12
97520,엠씨넥스,KOSPI,전기·전자,24550,750,3.15,4.41353E+11
484870,엠앤씨솔루션,KOSPI,기계·장비,79000,-3200,-3.89,7.23158E+11
14440,영보화학,KOSPI,화학,4595,0,0,91900000000
111770,영원무역,KOSPI,유통,47250,100,0.21,2.09372E+12
9970,영원무역홀딩스,KOSPI,기타금융,93600,0,0,1.27629E+12
3520,영진약품,KOSPI,제약,1995,1,0.05,3.64871E+11
670,영풍,KOSPI,금속,484500,500,0.1,8.92468E+11
6740,영풍제지,KOSPI,종이·목재,999,6,0.6,55851310782
12280,영화금속,KOSPI,운송장비·부품,830,-7,-0.84,42881539150
12160,영흥,KOSPI,금속,400,2,0.5,40524148800
15360,예스코홀딩스,KOSPI,일반서비스,48100,-200,-0.41,2.886E+11
7310,오뚜기,KOSPI,음식료·담배,394500,-3000,-0.75,1.58109E+12
2630,오리엔트바이오,KOSPI,제약,1506,70,4.87,1.78586E+11
271560,오리온,KOSPI,음식료·담배,110400,1600,1.47,4.36479E+12
1800,오리온홀딩스,KOSPI,기타금융,15120,40,0.27,9.47199E+11
5320,온타이드,KOSPI,유통,422,-9,-2.09,28494377262
11690,와이투솔루션,KOSPI,전기·전자,2265,45,2.03,82841002410
316140,우리금융지주,KOSPI,기타금융,16050,20,0.12,1.19186E+13
6980,우성,KOSPI,음식료·담배,14580,180,1.25,45052200000
17370,우신시스템,KOSPI,기계·장비,6150,150,2.5,1.12631E+11
105840,우진,KOSPI,의료·정밀기기,7780,150,1.97,1.58118E+11
10400,우진아이엔에스,KOSPI,건설,2930,-10,-0.34,22332460000
49800,우진플라임,KOSPI,기계·장비,2010,0,0,40200000000
16880,웅진,KOSPI,일반서비스,859,0,0,68657361720
95720,웅진씽크빅,KOSPI,일반서비스,1546,-3,-0.19,1.78572E+11
5820,원림,KOSPI,섬유·의류,14000,-190,-1.34,32171580000
10600,웰바이오텍,KOSPI,유통,545,0,0,49553256815
8600,윌비스,KOSPI,유통,681,20,3.03,45787742559
33270,유나이티드제약,KOSPI,제약,19080,120,0.63,3.11649E+11
14830,유니드,KOSPI,화학,78500,1200,1.55,5.31257E+11
446070,유니드비티플러스,KOSPI,종이·목재,3845,-5,-0.13,40800121675
910,유니온,KOSPI,비금속,5360,10,0.19,83678277840
47400,유니온머티리얼,KOSPI,비금속,2105,0,0,88410000000
11330,유니켐,KOSPI,섬유·의류,1300,-3,-0.23,1.26096E+11
77500,유니퀘스트,KOSPI,유통,6900,100,1.47,1.49041E+11
2920,유성기업,KOSPI,운송장비·부품,1837,-2,-0.11,47665557500
700,유수홀딩스,KOSPI,일반서비스,5480,-10,-0.18,1.42709E+11
3470,유안타증권,KOSPI,증권,2775,-15,-0.54,5.5388E+11
3475,유안타증권우,KOSPI,증권,3040,-5,-0.16,39253124480
72130,유엔젤,KOSPI,IT 서비스,5500,-270,-4.68,72574997000
220,유유제약,KOSPI,제약,4420,15,0.34,75282991420
225,유유제약1우,KOSPI,제약,4795,25,0.52,10869929350
227,유유제약2우B,KOSPI,제약,9590,0,0,3122120400
1200,유진투자증권,KOSPI,증권,2565,-10,-0.39,2.48462E+11
100,유한양행,KOSPI,제약,124800,4400,3.65,1.00101E+13
105,유한양행우,KOSPI,제약,109500,3400,3.2,1.29313E+11
3460,유화증권,KOSPI,증권,2330,0,0,1.32117E+11
3465,유화증권우,KOSPI,증권,2310,0,0,40370541750
8730,율촌화학,KOSPI,화학,25950,-650,-2.44,6.4356E+11
8250,이건산업,KOSPI,종이·목재,5090,50,0.99,55748912150
25820,이구산업,KOSPI,금속,4950,150,3.13,1.65538E+11
214320,이노션,KOSPI,일반서비스,18580,180,0.98,7.432E+11
88260,이리츠코크렙,KOSPI,부동산,4280,25,0.59,2.71102E+11
139480,이마트,KOSPI,유통,84100,900,1.08,2.34436E+12
457190,이수스페셜티케미컬,KOSPI,화학,55100,2000,3.77,1.66448E+12
7660,이수페타시스,KOSPI,전기·전자,40300,750,1.9,2.54883E+12
5950,이수화학,KOSPI,화학,6340,100,1.6,1.44062E+11
15020,이스타코,KOSPI,부동산,1827,124,7.28,78289873200
93230,이아이디,KOSPI,유통,1392,0,0,3.54103E+11
74610,이엔플러스,KOSPI,기계·장비,777,-3,-0.38,57012164433
102460,이연제약,KOSPI,제약,11780,30,0.26,2.18953E+11
84680,이월드,KOSPI,기타제조,1318,-8,-0.6,1.86901E+11
350520,이지스레지던스리츠,KOSPI,부동산,4125,10,0.24,1.52073E+11
334890,이지스밸류리츠,KOSPI,부동산,4420,65,1.49,2.2738E+11
760,이화산업,KOSPI,유통,10360,50,0.48,29008000000
14990,인디에프,KOSPI,섬유·의류,759,19,2.57,57010763205
101140,인바이오젠,KOSPI,유통,6940,100,1.46,69706859040
6490,인스코비,KOSPI,통신,1401,1,0.07,1.67236E+11
23800,인지컨트롤스,KOSPI,운송장비·부품,5860,170,2.99,92641894420
34590,인천도시가스,KOSPI,전기·가스,24650,100,0.41,1.07838E+11
129260,인터지스,KOSPI,운송·창고,2535,60,2.42,75410860590
23810,인팩,KOSPI,운송장비·부품,5690,40,0.71,56900000000
249420,일동제약,KOSPI,제약,11290,-80,-0.7,3.16826E+11
230,일동홀딩스,KOSPI,제약,6140,30,0.49,70858056000
13360,일성건설,KOSPI,건설,3810,260,7.32,2.05835E+11
3120,일성아이에스,KOSPI,제약,15350,0,0,2.04155E+11
3200,일신방직,KOSPI,섬유·의류,7920,10,0.13,1.81843E+11
7110,일신석재,KOSPI,유통,2040,60,3.03,1.58011E+11
7570,일양약품,KOSPI,제약,10800,20,0.19,2.06125E+11
7575,일양약품우,KOSPI,제약,11500,-50,-0.43,5118420000
8500,일정실업,KOSPI,섬유·의류,10880,-220,-1.98,13056000000
81000,일진다이아,KOSPI,화학,11390,-10,-0.09,1.61772E+11
20760,일진디스플,KOSPI,전기·전자,842,-15,-1.75,43374569922
103590,일진전기,KOSPI,전기·전자,27900,800,2.95,1.33042E+12
271940,일진하이솔루스,KOSPI,운송장비·부품,14420,-50,-0.35,5.23636E+11
15860,일진홀딩스,KOSPI,기타금융,3650,-5,-0.14,1.80118E+11
226320,잇츠한불,KOSPI,화학,11270,190,1.71,2.47143E+11
317400,자이에스앤디,KOSPI,부동산,3225,25,0.78,1.25074E+11
33240,자화전자,KOSPI,전기·전자,13270,280,2.16,2.94008E+11
950,전방,KOSPI,섬유·의류,19520,30,0.15,32793600000
79900,전진건설로봇,KOSPI,기계·장비,55100,-400,-0.72,8.04049E+11
348950,제이알글로벌리츠,KOSPI,부동산,2600,-15,-0.57,5.13178E+11
194370,제이에스코퍼레이션,KOSPI,섬유·의류,16800,770,4.8,2.29818E+11
25620,제이준코스메틱,KOSPI,화학,3660,-30,-0.81,16414536360
30000,제일기획,KOSPI,일반서비스,17680,-30,-0.17,2.03393E+12
271980,제일약품,KOSPI,제약,10450,0,0,1.53666E+11
1560,제일연마,KOSPI,비금속,8990,30,0.33,89001000000
2620,제일파마홀딩스,KOSPI,일반서비스,7400,50,0.68,1.18203E+11
6220,제주은행,KOSPI,은행,7760,-70,-0.89,2.49319E+11
89590,제주항공,KOSPI,운송·창고,7080,-40,-0.56,5.70938E+11
4910,조광페인트,KOSPI,화학,5830,100,1.75,74624000000
4700,조광피혁,KOSPI,섬유·의류,51500,-1400,-2.65,3.42431E+11
1550,조비,KOSPI,화학,10440,40,0.38,54206975160
462520,조선내화,KOSPI,비금속,14410,60,0.42,1.70833E+11
120030,조선선재,KOSPI,금속,98000,-1100,-1.11,1.2325E+11
18470,조일알미늄,KOSPI,금속,1652,0,0,2.09196E+11
2600,조흥,KOSPI,음식료·담배,165400,2000,1.22,99240000000
185750,종근당,KOSPI,제약,79300,500,0.63,1.09456E+12
63160,종근당바이오,KOSPI,제약,19990,0,0,1.09664E+11
1630,종근당홀딩스,KOSPI,제약,43150,-100,-0.23,2.16176E+11
109070,주성코퍼레이션,KOSPI,전기·전자,4100,0,0,2.16522E+11
44380,주연테크,KOSPI,전기·전자,342,-1,-0.29,22710117384
13890,지누스,KOSPI,기타제조,17990,-80,-0.44,4.0036E+11
13870,지엠비코리아,KOSPI,운송장비·부품,3780,60,1.61,72093218400
71320,지역난방공사,KOSPI,전기·가스,49200,100,0.2,5.69674E+11
88790,진도,KOSPI,유통,1823,3,0.16,22692237312
3780,진양산업,KOSPI,화학,8740,240,2.82,1.1362E+11
10640,진양폴리,KOSPI,화학,6210,250,4.19,62100000000
100250,진양홀딩스,KOSPI,화학,3030,5,0.17,1.69363E+11
51630,진양화학,KOSPI,화학,4160,105,2.59,88192000000
272450,진에어,KOSPI,운송·창고,9610,-20,-0.21,5.01642E+11
11000,진원생명과학,KOSPI,제약,2080,20,0.97,1.66481E+11
2780,진흥기업,KOSPI,건설,784,3,0.38,1.1405E+11
2787,진흥기업2우B,KOSPI,건설,9680,420,4.54,2853741440
2785,진흥기업우B,KOSPI,건설,3110,-55,-1.74,2665947980
9310,참엔지니어링,KOSPI,기계·장비,332,-9,-2.64,28175983108
650,천일고속,KOSPI,운송·창고,38900,250,0.65,55596658000
12600,청호ICT,KOSPI,기계·장비,2490,0,0,1.1612E+11
33250,체시스,KOSPI,운송장비·부품,1156,34,3.03,36992000000
35720,카카오,KOSPI,IT 서비스,43450,300,0.7,1.92797E+13
323410,카카오뱅크,KOSPI,은행,23000,50,0.22,1.09705E+13
377300,카카오페이,KOSPI,기타금융,30650,50,0.16,4.12755E+12
6380,카프로,KOSPI,화학,3660,0,0,6.1854E+11
1620,케이비아이동국실업,KOSPI,운송장비·부품,490,6,1.24,54533585190
29460,케이씨,KOSPI,의료·정밀기기,18900,410,2.22,2.50071E+11
281820,케이씨텍,KOSPI,의료·정밀기기,37500,1250,3.45,7.75887E+11
381970,케이카,KOSPI,유통,13000,130,1.01,6.26367E+11
145270,케이탑리츠,KOSPI,부동산,986,6,0.61,47387923164
417310,코람코더원리츠,KOSPI,부동산,4885,45,0.93,1.97354E+11
357120,코람코라이프인프라리츠,KOSPI,부동산,4335,-10,-0.23,4.21949E+11
7815,코리아써우,KOSPI,전기·전자,5750,120,2.13,17046967500
7810,코리아써키트,KOSPI,전기·전자,11930,370,3.2,2.81796E+11
00781K,코리아써키트2우B,KOSPI,전기·전자,5200,-100,-1.89,4075234800
3690,코리안리,KOSPI,보험,8060,-60,-0.74,1.57026E+12
192820,코스맥스,KOSPI,화학,181400,-3500,-1.89,2.0588E+12
44820,코스맥스비티아이,KOSPI,기타금융,9560,-40,-0.42,91813484760
5070,코스모신소재,KOSPI,화학,48250,50,0.1,1.56864E+12
5420,코스모화학,KOSPI,화학,18940,-760,-3.86,7.27452E+11
71950,코아스,KOSPI,기타제조,10040,-10,-0.1,33038828800
2020,코오롱,KOSPI,기타금융,24950,3450,16.05,3.15029E+11
138490,코오롱ENP,KOSPI,화학,6080,50,0.83,2.3104E+11
3070,코오롱글로벌,KOSPI,건설,9090,150,1.68,1.72098E+11
3075,코오롱글로벌우,KOSPI,건설,15450,-40,-0.26,11444386650
450140,코오롱모빌리티그룹,KOSPI,유통,2690,35,1.32,1.68871E+11
45014K,코오롱모빌리티그룹우,KOSPI,유통,4550,115,2.59,11175346000
2025,코오롱우,KOSPI,기타금융,15330,1040,7.28,16501058700
120110,코오롱인더,KOSPI,화학,31700,100,0.32,8.72355E+11
120115,코오롱인더우,KOSPI,화학,19490,0,0,53945591400
21240,코웨이,KOSPI,일반서비스,83500,-1000,-1.18,6.05907E+12
36420,콘텐트리중앙,KOSPI,오락·문화,8420,-250,-2.88,1.62189E+11
24720,콜마홀딩스,KOSPI,기타금융,7140,60,0.85,2.44875E+11
31820,콤텍시스템,KOSPI,IT 서비스,602,0,0,72872982532
192400,쿠쿠홀딩스,KOSPI,기타금융,22600,150,0.67,8.03705E+11
284740,쿠쿠홈시스,KOSPI,일반서비스,21500,150,0.7,4.82403E+11
264900,크라운제과,KOSPI,음식료·담배,7930,-110,-1.37,99314130500
26490K,크라운제과우,KOSPI,음식료·담배,9210,-20,-0.22,7124487600
5740,크라운해태홀딩스,KOSPI,기타금융,5380,30,0.56,79878726860
5745,크라운해태홀딩스우,KOSPI,기타금융,7560,-50,-0.66,4541488560
259960,크래프톤,KOSPI,IT 서비스,356000,-2000,-0.56,1.70554E+13
20120,키다리스튜디오,KOSPI,IT 서비스,3520,30,0.86,1.30464E+11
39490,키움증권,KOSPI,증권,120700,-800,-0.66,3.08107E+12
14580,태경비케이,KOSPI,비금속,4515,75,1.69,1.24538E+11
15890,태경산업,KOSPI,화학,4770,60,1.27,1.39421E+11
6890,태경케미컬,KOSPI,화학,11760,10,0.09,1.36416E+11
3240,태광산업,KOSPI,화학,750000,-10000,-1.32,8.3505E+11
11280,태림포장,KOSPI,종이·목재,2110,40,1.93,1.49401E+11
4100,태양금속,KOSPI,운송장비·부품,2730,15,0.55,1.00191E+11
4105,태양금속우,KOSPI,운송장비·부품,4380,60,1.39,14454000000
9410,태영건설,KOSPI,건설,2420,-70,-2.81,7.11658E+11
9415,태영건설우,KOSPI,건설,5250,-20,-0.38,3412363500
1420,태원물산,KOSPI,운송장비·부품,3510,-15,-0.43,26676000000
55490,테이팩스,KOSPI,화학,13840,70,0.51,66011956000
78000,텔코웨어,KOSPI,IT 서비스,9020,20,0.22,83345494540
214420,토니모리,KOSPI,화학,8880,120,1.37,2.13607E+11
19180,티에이치엔,KOSPI,전기·전자,3070,10,0.33,55260000000
363280,티와이홀딩스,KOSPI,기타금융,2215,-45,-1.99,1.11701E+11
36328K,티와이홀딩스우,KOSPI,기타금융,3770,-30,-0.79,4686162780
91810,티웨이항공,KOSPI,운송·창고,2385,-25,-1.04,5.13679E+11
4870,티웨이홀딩스,KOSPI,비금속,716,20,2.87,81025061704
34230,파라다이스,KOSPI,오락·문화,10320,20,0.19,9.47083E+11
5690,파미셀,KOSPI,제약,12360,-280,-2.22,7.4181E+11
36580,팜스코,KOSPI,음식료·담배,2125,30,1.43,78046878875
4720,팜젠사이언스,KOSPI,제약,4175,10,0.24,75990444200
28670,팬오션,KOSPI,운송·창고,3610,-100,-2.7,1.9298E+12
10820,퍼스텍,KOSPI,금속,3720,-5,-0.13,1.81432E+11
16800,퍼시스,KOSPI,기타제조,42300,-500,-1.17,4.8645E+11
1020,페이퍼코리아,KOSPI,종이·목재,694,0,0,1.2352E+11
90080,평화산업,KOSPI,운송장비·부품,1190,-2,-0.17,65333688210
10770,평화홀딩스,KOSPI,운송장비·부품,7060,280,4.13,1.03256E+11
22100,포스코DX,KOSPI,일반서비스,27600,-1700,-5.8,4.19616E+12
58430,포스코스틸리온,KOSPI,금속,44400,250,0.57,2.664E+11
47050,포스코인터내셔널,KOSPI,유통,55700,-1300,-2.28,9.7989E+12
3670,포스코퓨처엠,KOSPI,전기·전자,137400,-3500,-2.48,1.06434E+13
17810,풀무원,KOSPI,음식료·담배,17160,-210,-1.21,6.54149E+11
103140,풍산,KOSPI,금속,64700,900,1.41,1.81317E+12
5810,풍산홀딩스,KOSPI,기타금융,28200,-200,-0.7,4.06568E+11
950210,프레스티지바이오파마,KOSPI,일반서비스,13720,-10,-0.07,8.24519E+11
9810,플레이그램,KOSPI,유통,304,-2,-0.65,46173800000
86790,하나금융지주,KOSPI,기타금융,60100,-1500,-2.44,1.72632E+13
293480,하나제약,KOSPI,제약,10400,0,0,1.84839E+11
39130,하나투어,KOSPI,일반서비스,56000,-1100,-1.93,8.98194E+11
352820,하이브,KOSPI,오락·문화,232000,-1500,-0.64,9.66329E+12
71090,하이스틸,KOSPI,금속,4385,365,9.08,88539600335
80,하이트진로,KOSPI,음식료·담배,19270,-100,-0.52,1.35147E+12
87,하이트진로2우B,KOSPI,음식료·담배,15200,30,0.2,17178097600
140,하이트진로홀딩스,KOSPI,기타금융,8530,10,0.12,1.97954E+11
145,하이트진로홀딩스우,KOSPI,기타금융,10180,-10,-0.1,4792845800
152550,한국ANKOR유전,KOSPI,기타금융,285,-1,-0.35,19955700000
36460,한국가스공사,KOSPI,전기·가스,36750,50,0.14,3.3925E+12
5430,한국공항,KOSPI,운송·창고,51500,500,0.98,1.63067E+11
71050,한국금융지주,KOSPI,기타금융,73800,-800,-1.07,4.11258E+12
71055,한국금융지주우,KOSPI,기타금융,54800,100,0.18,3.21032E+11
10040,한국내화,KOSPI,비금속,2160,-20,-0.92,88704853920
25540,한국단자,KOSPI,전기·전자,70500,3300,4.91,7.34258E+11
10100,한국무브넥스,KOSPI,운송장비·부품,4680,290,6.61,1.42508E+11
4090,한국석유,KOSPI,비금속,12760,40,0.31,1.61977E+11
2200,한국수출포장,KOSPI,종이·목재,2745,0,0,1.098E+11
2960,한국쉘석유,KOSPI,화학,308000,-1500,-0.48,4.004E+11
240,한국앤컴퍼니,KOSPI,기타금융,16110,-150,-0.92,1.52941E+12
123890,한국자산신탁,KOSPI,기타금융,2480,0,0,3.07465E+11
15760,한국전력,KOSPI,전기·가스,22250,-100,-0.45,1.42837E+13
6200,한국전자홀딩스,KOSPI,기타금융,706,16,2.32,33043014016
27970,한국제지,KOSPI,종이·목재,799,-2,-0.25,1.51952E+11
23350,한국종합기술,KOSPI,일반서비스,5470,170,3.21,59896500000
25890,한국주강,KOSPI,기계·장비,1743,-6,-0.34,19712038437
970,한국주철관,KOSPI,금속,6240,40,0.65,1.42275E+11
104700,한국철강,KOSPI,금속,8000,-30,-0.37,2.916E+11
17960,한국카본,KOSPI,금속,15630,30,0.19,8.11329E+11
161890,한국콜마,KOSPI,화학,66100,-600,-0.9,1.5603E+12
161390,한국타이어앤테크놀로지,KOSPI,화학,40200,-500,-1.23,4.97978E+12
34830,한국토지신탁,KOSPI,기타금융,1001,0,0,2.52742E+11
7280,한국특강,KOSPI,금속,1763,7,0.4,1.07214E+11
168490,한국패러랠,KOSPI,기타금융,103,-2,-1.9,8242060000
47810,한국항공우주,KOSPI,운송장비·부품,85700,1400,1.66,8.35362E+12
123690,한국화장품,KOSPI,유통,6780,-30,-0.44,1.08941E+11
3350,한국화장품제조,KOSPI,화학,49450,200,0.41,2.24107E+11
11500,한농화성,KOSPI,화학,17810,280,1.6,2.78496E+11
2390,한독,KOSPI,제약,11430,210,1.87,1.57317E+11
53690,한미글로벌,KOSPI,일반서비스,16730,-50,-0.3,1.8332E+11
42700,한미반도체,KOSPI,기계·장비,87800,-3200,-3.52,8.48273E+12
8930,한미사이언스,KOSPI,기타금융,27950,650,2.38,1.91154E+12
128940,한미약품,KOSPI,제약,245000,3000,1.24,3.13869E+12
9240,한샘,KOSPI,유통,43500,-950,-2.14,1.02373E+12
20000,한섬,KOSPI,섬유·의류,15820,100,0.64,3.54965E+11
3680,한성기업,KOSPI,음식료·담배,4815,-10,-0.21,29898814725
105630,한세실업,KOSPI,섬유·의류,12000,140,1.18,4.8E+11
69640,한세엠케이,KOSPI,유통,1140,-2,-0.18,34321412280
16450,한세예스24홀딩스,KOSPI,섬유·의류,4080,60,1.49,1.632E+11
10420,한솔PNS,KOSPI,유통,1170,-8,-0.68,23976824040
9180,한솔로지스틱스,KOSPI,운송·창고,2350,15,0.64,66166188750
213500,한솔제지,KOSPI,종이·목재,8630,-130,-1.48,2.05399E+11
14680,한솔케미칼,KOSPI,화학,137500,6500,4.96,1.55859E+12
4710,한솔테크닉스,KOSPI,전기·전자,4145,105,2.6,1.33095E+11
4150,한솔홀딩스,KOSPI,기타금융,2470,10,0.41,1.01336E+11
25750,한솔홈데코,KOSPI,종이·목재,870,30,3.57,70091679630
4960,한신공영,KOSPI,건설,6280,10,0.16,72664008560
11700,한신기계,KOSPI,기계·장비,3095,30,0.98,1.00421E+11
1750,한양증권,KOSPI,증권,11510,-80,-0.69,1.46505E+11
1755,한양증권우,KOSPI,증권,12160,-60,-0.49,6384000000
18880,한온시스템,KOSPI,기계·장비,3995,-10,-0.25,2.71166E+12
9420,한올바이오파마,KOSPI,제약,34800,50,0.14,1.81797E+12
14130,한익스프레스,KOSPI,운송·창고,3435,50,1.48,41220000000
300720,한일시멘트,KOSPI,비금속,16380,-370,-2.21,1.1345E+12
2220,한일철강,KOSPI,금속,1855,-11,-0.59,49523788300
6390,한일현대시멘트,KOSPI,비금속,14930,30,0.2,2.88562E+11
3300,한일홀딩스,KOSPI,비금속,14120,80,0.57,4.3536E+11
51600,한전KPS,KOSPI,건설,43500,-150,-0.34,1.9575E+12
52690,한전기술,KOSPI,일반서비스,64000,600,0.95,2.44608E+12
130660,한전산업,KOSPI,일반서비스,11080,300,2.78,3.61208E+11
2320,한진,KOSPI,운송·창고,19400,0,0,2.89984E+11
3480,한진중공업홀딩스,KOSPI,전기·가스,3525,-15,-0.42,1.04093E+11
180640,한진칼,KOSPI,기타금융,81100,-1600,-1.93,5.41442E+12
18064K,한진칼우,KOSPI,기타금융,23600,250,1.07,12667677600
5110,한창,KOSPI,유통,1254,0,0,23332434378
9460,한창제지,KOSPI,종이·목재,700,3,0.43,41767240200
372910,한컴라이프케어,KOSPI,의료·정밀기기,3410,-30,-0.87,94369724460
880,한화,KOSPI,화학,46050,400,0.88,3.45185E+12
00088K,한화3우B,KOSPI,화학,19160,-30,-0.16,3.71789E+11
452260,한화갤러리아,KOSPI,유통,1218,-2,-0.16,2.36121E+11
45226K,한화갤러리아우,KOSPI,유통,2420,-5,-0.21,7028817400
451800,한화리츠,KOSPI,부동산,3655,-65,-1.75,6.56438E+11
489790,한화비전,KOSPI,기타금융,62800,7100,12.75,3.17067E+12
88350,한화생명,KOSPI,보험,2660,-80,-2.92,2.31029E+12
370,한화손해보험,KOSPI,보험,4105,-95,-2.26,4.79213E+11
9830,한화솔루션,KOSPI,화학,20150,-200,-0.98,3.46363E+12
9835,한화솔루션우,KOSPI,화학,18180,80,0.44,46819844820
272210,한화시스템,KOSPI,전기·전자,35050,0,0,6.62162E+12
12450,한화에어로스페이스,KOSPI,운송장비·부품,705000,-2000,-0.28,3.21347E+13
82740,한화엔진,KOSPI,기계·장비,23350,-350,-1.48,1.94849E+12
42660,한화오션,KOSPI,운송장비·부품,74300,800,1.09,2.27665E+13
885,한화우,KOSPI,화학,40900,300,0.74,8140449700
3530,한화투자증권,KOSPI,증권,3435,-45,-1.29,7.36972E+11
3535,한화투자증권우,KOSPI,증권,5940,-40,-0.67,28512000000
195870,해성디에스,KOSPI,전기·전자,30550,1500,5.16,5.1935E+11
101530,해태제과식품,KOSPI,음식료·담배,6090,40,0.66,1.77321E+11
143210,핸즈코퍼레이션,KOSPI,운송장비·부품,1895,-1,-0.05,41454540565
720,현대건설,KOSPI,건설,32600,300,0.93,3.6302E+12
725,현대건설우,KOSPI,건설,48350,300,0.62,50994406550
453340,현대그린푸드,KOSPI,유통,13560,-10,-0.07,4.49318E+11
86280,현대글로비스,KOSPI,운송·창고,121300,400,0.33,9.0975E+12
64350,현대로템,KOSPI,운송장비·부품,101600,-2400,-2.31,1.10889E+13
79430,현대리바트,KOSPI,기타제조,7250,20,0.28,1.48881E+11
12330,현대모비스,KOSPI,운송장비·부품,255500,-500,-0.2,2.37602E+13
69960,현대백화점,KOSPI,유통,59000,-200,-0.34,1.3351E+12
4560,현대비앤지스틸,KOSPI,금속,13250,50,0.38,1.99794E+11
4310,현대약품,KOSPI,제약,3285,45,1.39,1.0512E+11
17800,현대엘리베이,KOSPI,기계·장비,55500,200,0.36,2.16963E+12
307950,현대오토에버,KOSPI,IT 서비스,136700,0,0,3.74886E+12
11210,현대위아,KOSPI,운송장비·부품,44550,-250,-0.56,1.21154E+12
4020,현대제철,KOSPI,금속,28800,-1200,-4,3.84324E+12
5440,현대지에프홀딩스,KOSPI,기타금융,5270,130,2.53,8.21616E+11
5380,현대차,KOSPI,운송장비·부품,198500,-2500,-1.24,4.15691E+13
5387,현대차2우B,KOSPI,운송장비·부품,149800,-2200,-1.45,5.35676E+12
5389,현대차3우B,KOSPI,운송장비·부품,146700,-900,-0.61,3.49205E+11
5385,현대차우,KOSPI,운송장비·부품,146900,-1200,-0.81,3.5068E+12
1500,현대차증권,KOSPI,증권,6220,20,0.32,1.97252E+11
11760,현대코퍼레이션,KOSPI,유통,24150,300,1.26,3.1948E+11
227840,현대코퍼레이션홀딩스,KOSPI,유통,10380,30,0.29,94466677680
126560,현대퓨처넷,KOSPI,통신,3375,25,0.75,3.71935E+11
1450,현대해상,KOSPI,보험,22950,-350,-1.5,2.05173E+12
57050,현대홈쇼핑,KOSPI,유통,51100,300,0.59,6.132E+11
93240,형지엘리트,KOSPI,섬유·의류,2330,125,5.67,88680240370
3010,혜인,KOSPI,유통,5210,0,0,66233411870
111110,호전실업,KOSPI,섬유·의류,7880,150,1.94,76829873920
8770,호텔신라,KOSPI,유통,39150,-550,-1.39,1.53656E+12
8775,호텔신라우,KOSPI,유통,32000,300,0.95,24060128000
378850,화승알앤에이,KOSPI,운송장비·부품,3165,10,0.32,60114816795
241590,화승엔터프라이즈,KOSPI,섬유·의류,8220,-130,-1.56,4.98044E+11
6060,화승인더,KOSPI,화학,5160,110,2.18,2.85451E+11
13520,화승코퍼레이션,KOSPI,운송장비·부품,1666,-4,-0.24,83385385832
10690,화신,KOSPI,운송장비·부품,7450,-10,-0.13,2.60157E+11
133820,화인베스틸,KOSPI,금속,1121,3,0.27,34556078278
10660,화천기계,KOSPI,기계·장비,3110,50,1.63,68420000000
850,화천기공,KOSPI,기계·장비,28300,-50,-0.18,62260000000
16580,환인제약,KOSPI,제약,11520,50,0.44,2.14273E+11
32560,황금에스티,KOSPI,금속,5200,-30,-0.57,88400000000
4800,효성,KOSPI,기타금융,47800,750,1.59,8.00191E+11
94280,효성ITX,KOSPI,일반서비스,11820,0,0,1.36618E+11
298040,효성중공업,KOSPI,전기·전자,454000,24500,5.7,4.23334E+12
298020,효성티앤씨,KOSPI,화학,233500,0,0,1.01051E+12
298000,효성화학,KOSPI,화학,38900,0,0,1.47501E+11
93370,후성,KOSPI,화학,4570,60,1.33,4.90157E+11
81660,휠라홀딩스,KOSPI,유통,35350,400,1.14,2.12439E+12
5870,휴니드,KOSPI,전기·전자,8560,-240,-2.73,1.20833E+11
79980,휴비스,KOSPI,화학,2610,-5,-0.19,90045000000
5010,휴스틸,KOSPI,금속,6060,-20,-0.33,3.405E+11
540,흥국화재,KOSPI,보험,3265,-30,-0.91,2.09752E+11
545,흥국화재우,KOSPI,보험,5280,420,8.64,4055040000
3280,흥아해운,KOSPI,운송·창고,1705,5,0.29,4.09924E+11
